loss	sampler	filterer	num_negs_per_pos	time
nssa	basic	none	1	0.0005596470000002185
nssa	basic	none	1	0.0004220889999997368
nssa	basic	none	1	0.00041200600000035337
nssa	basic	none	1	0.00040908200000000505
nssa	basic	none	1	0.00040797499999989384
nssa	basic	none	1	0.0004146089999998992
nssa	basic	none	1	0.000590670999999432
nssa	basic	none	1	0.00040785500000062314
nssa	basic	none	1	0.00040880400000009587
nssa	basic	none	1	0.00041138300000032046
nssa	basic	none	1	0.00041413200000040007
nssa	basic	none	1	0.0004069619999995666
nssa	basic	none	1	0.0004061410000000265
nssa	basic	none	1	0.00040508499999969416
nssa	basic	none	1	0.00040704600000029956
nssa	basic	none	1	0.0006086859999996364
nssa	basic	none	1	0.0004062400000002242
nssa	basic	none	1	0.00040578800000012905
nssa	basic	none	1	0.00040741799999999273
nssa	basic	none	1	0.0004070540000000733
nssa	basic	none	1	0.0004074499999999759
nssa	basic	none	1	0.0004096279999998842
nssa	basic	none	1	0.00040733999999975623
nssa	basic	none	1	0.0004070780000002827
nssa	basic	none	1	0.0004091710000002635
nssa	basic	none	1	0.0004222849999999667
nssa	basic	none	1	0.00041240899999994696
nssa	basic	none	1	0.0004066740000006064
nssa	basic	none	1	0.0004463919999997401
nssa	basic	none	1	0.0004075490000001736
nssa	basic	none	1	0.00041228799999970533
nssa	basic	none	1	0.00045160300000013365
nssa	basic	none	1	0.0009120430000004731
nssa	basic	none	1	0.0005140719999996435
nssa	basic	none	1	0.0004091559999999106
nssa	basic	none	1	0.00040612600000056176
nssa	basic	none	1	0.00040479900000001123
nssa	basic	none	1	0.00041141299999924996
nssa	basic	none	1	0.00040770400000056384
nssa	basic	none	1	0.00040602000000067306
nssa	basic	none	1	0.0004044870000008416
nssa	basic	none	1	0.00040816899999995826
nssa	basic	none	1	0.00040801799999989896
nssa	basic	none	1	0.000464384000000706
nssa	basic	none	1	0.0006486299999997058
nssa	basic	none	1	0.0004107920000002707
nssa	basic	none	1	0.0004057269999995228
nssa	basic	none	1	0.0004068739999993909
nssa	basic	none	1	0.00040483200000007713
nssa	basic	none	1	0.00040213499999985913
nssa	basic	none	1	0.00040135500000015867
nssa	basic	none	1	0.00046193999999921687
nssa	basic	none	1	0.00040235999999982397
nssa	basic	none	1	0.0003993710000003148
nssa	basic	none	1	0.0004006219999999061
nssa	basic	none	1	0.0004462460000000945
nssa	basic	none	1	0.0004024390000001432
nssa	basic	none	1	0.0004009010000007862
nssa	basic	none	1	0.00039969400000039457
nssa	basic	none	1	0.00039770900000046794
nssa	basic	none	1	0.00040121500000012134
nssa	basic	none	1	0.00040090900000055996
nssa	basic	none	1	0.0003989089999993922
nssa	basic	none	1	0.000626201000000215
nssa	basic	none	1	0.00047775599999955176
nssa	basic	none	1	0.0004135519999994841
nssa	basic	none	1	0.00041173400000005245
nssa	basic	none	1	0.00040831199999935563
nssa	basic	none	1	0.0004047180000004147
nssa	basic	none	1	0.0004055149999997454
nssa	basic	none	1	0.0004065020000005859
nssa	basic	none	1	0.00040806899999967783
nssa	basic	none	1	0.000417441000000629
nssa	basic	none	1	0.0004321100000002076
nssa	basic	none	1	0.0004302499999999654
nssa	basic	none	1	0.00042875299999955985
nssa	basic	none	1	0.0004289289999999113
nssa	basic	none	1	0.0004291079999996228
nssa	basic	none	1	0.0005079470000000086
nssa	basic	none	1	0.00041518100000015323
nssa	basic	none	1	0.0004090599999999611
nssa	basic	none	1	0.0004067930000006825
nssa	basic	none	1	0.0005248689999994838
nssa	basic	none	1	0.0004058620000000346
nssa	basic	none	1	0.0004072449999998895
nssa	basic	none	1	0.0004116530000004559
nssa	basic	none	1	0.00041006100000018364
nssa	basic	none	1	0.0004063150000002125
nssa	basic	none	1	0.0004077730000000557
nssa	basic	none	1	0.0004062420000003897
nssa	basic	none	1	0.0004326460000001475
nssa	basic	none	1	0.0005307210000005114
nssa	basic	none	1	0.0005564859999998006
nssa	basic	none	1	0.0004305200000001008
nssa	basic	none	1	0.00041252199999952666
nssa	basic	none	1	0.00040749700000031197
nssa	basic	none	1	0.0005323119999998127
nssa	basic	none	1	0.00040854000000045687
nssa	basic	none	1	0.0004092839999998432
nssa	basic	none	1	0.0004071230000004533
nssa	basic	none	1	0.00040780299999987335
nssa	basic	none	1	0.0004417599999992916
nssa	basic	none	1	0.00040864800000051105
nssa	basic	none	1	0.00040590799999939975
nssa	basic	none	1	0.0006653139999999169
nssa	basic	none	1	0.00047865300000005107
nssa	basic	none	1	0.0004064100000000792
nssa	basic	none	1	0.000405039000000329
nssa	basic	none	1	0.0005735720000004108
nssa	basic	none	1	0.0005315590000005699
nssa	basic	none	1	0.0005309130000004103
nssa	basic	none	1	0.0004090310000002262
nssa	basic	none	1	0.00040524600000058086
nssa	basic	none	1	0.0005246210000002804
nssa	basic	none	1	0.0004059609999993441
nssa	basic	none	1	0.0004052650000003766
nssa	basic	none	1	0.00040666099999953076
nssa	basic	none	1	0.0004796499999999426
nssa	basic	none	1	0.00040591600000006167
nssa	basic	none	1	0.00040624599999983246
nssa	basic	none	1	0.0004064460000003933
nssa	basic	none	1	0.00047088699999964234
nssa	basic	none	1	0.0004057059999995616
nssa	basic	none	1	0.00040739899999930884
nssa	basic	none	1	0.0004051000000000471
nssa	basic	none	1	0.0004051899999995001
nssa	basic	none	1	0.0004087580000007307
nssa	basic	none	1	0.0004554979999999986
nssa	basic	none	1	0.0004060790000002257
nssa	basic	none	1	0.0004102750000001265
nssa	basic	none	1	0.0005127690000001905
nssa	basic	none	1	0.00044354999999995925
nssa	basic	none	1	0.00040427999999970154
nssa	basic	none	1	0.00040514400000013495
nssa	basic	none	1	0.0004055980000003956
nssa	basic	none	1	0.00040830600000063555
nssa	basic	none	1	0.0004107470000001001
nssa	basic	none	1	0.00040470999999975277
nssa	basic	none	1	0.00042756700000001757
nssa	basic	none	1	0.0004457669999995417
nssa	basic	none	1	0.0004049749999994745
nssa	basic	none	1	0.00040446199999966126
nssa	basic	none	1	0.00040519100000047104
nssa	basic	none	1	0.0005229540000000199
nssa	basic	none	1	0.0004880589999993745
nssa	basic	none	1	0.0004750030000000294
nssa	basic	none	1	0.00045607200000041814
nssa	basic	none	1	0.0004085270000002694
nssa	basic	none	1	0.0004065060000000287
nssa	basic	none	1	0.00040656699999974677
nssa	basic	none	1	0.00040590799999939975
nssa	basic	none	1	0.000404876000000165
nssa	basic	none	1	0.0004061580000005449
nssa	basic	none	1	0.0004053529999996641
nssa	basic	none	1	0.0004054209999999614
nssa	basic	none	1	0.0004052300000001452
nssa	basic	none	1	0.0004082910000002826
nssa	basic	none	1	0.0005113190000001211
nssa	basic	none	1	0.0005636490000000549
nssa	basic	none	1	0.00040794199999982794
nssa	basic	none	1	0.00041451999999964073
nssa	basic	none	1	0.0004072369999992276
nssa	basic	none	1	0.0004057140000002235
nssa	basic	none	1	0.0004050540000006819
nssa	basic	none	1	0.0004058029999995938
nssa	basic	none	1	0.00040619399999997086
nssa	basic	none	1	0.00040936699999960524
nssa	basic	none	1	0.0004670970000004715
nssa	basic	none	1	0.0004087689999998645
nssa	basic	none	1	0.0004071769999995922
nssa	basic	none	1	0.0006649930000000026
nssa	basic	none	1	0.00041808599999981766
nssa	basic	none	1	0.0004070609999997643
nssa	basic	none	1	0.0004450120000001334
nssa	basic	none	1	0.0004028400000004595
nssa	basic	none	1	0.0003996139999999926
nssa	basic	none	1	0.0004941770000002066
nssa	basic	none	1	0.0004675739999999706
nssa	basic	none	1	0.0004971239999997934
nssa	basic	none	1	0.0006858299999992212
