trainer	loss	sampler	filterer	num_negs_per_pos	workers	epochs	time	frequency
lcwa	marginranking	none	none	0	0	3	0.007974362000823021	376.2056450021174
lcwa	marginranking	none	none	0	0	3	0.006959215272217989	431.0830866198888
lcwa	marginranking	none	none	0	0	3	0.006467300932854414	463.8720280913103
lcwa	marginranking	none	none	0	0	3	0.006623188033699989	452.95407358744046
lcwa	marginranking	none	none	0	0	3	0.0065222010016441345	459.96742499100407
lcwa	marginranking	none	none	0	0	3	0.006623018998652697	452.9656340424634
lcwa	marginranking	none	none	0	0	3	0.006675098091363907	449.4315976991159
lcwa	marginranking	none	none	0	0	3	0.00807506125420332	371.51420968335157
lcwa	marginranking	none	none	0	0	3	0.0065109203569591045	460.76435212319757
lcwa	marginranking	none	none	0	0	3	0.006493321154266596	462.0131868926237
lcwa	marginranking	none	none	0	0	3	0.00646923016756773	463.73369354516655
lcwa	marginranking	none	none	0	0	3	0.006558349821716547	457.4321409428563
lcwa	marginranking	none	none	0	0	3	0.006471421103924513	463.57669387032894
lcwa	marginranking	none	none	0	0	3	0.006478211376816034	463.09078625255745
lcwa	marginranking	none	none	0	0	3	0.006447161082178354	465.321086562082
lcwa	marginranking	none	none	0	0	3	0.006551599130034447	457.9034737102767
lcwa	marginranking	none	none	0	0	3	0.006522450130432844	459.9498562668065
lcwa	marginranking	none	none	0	0	3	0.0066883377730846405	448.54193998285604
lcwa	marginranking	none	none	0	0	3	0.006498329807072878	461.65708559986535
lcwa	marginranking	none	none	0	0	3	0.006743458099663258	444.8756047212347
lcwa	marginranking	none	none	0	0	3	0.006468670908361673	463.7737863773646
lcwa	marginranking	none	none	0	0	3	0.006437080912292004	466.04975778249343
lcwa	marginranking	none	none	0	0	3	0.006448701024055481	465.20996845863226
lcwa	marginranking	none	none	0	0	3	0.0067122080363333225	446.9468144850305
lcwa	marginranking	none	none	0	0	3	0.006460931617766619	464.32932237673555
lcwa	marginranking	none	none	0	0	3	0.006496089976280928	461.8162634683099
lcwa	marginranking	none	none	0	0	3	0.006440130993723869	465.82903405592276
lcwa	marginranking	none	none	0	0	3	0.006467311177402735	463.8712932945337
lcwa	marginranking	none	none	0	0	3	0.006650079041719437	451.12245751959114
lcwa	marginranking	none	none	0	0	3	0.006459640804678202	464.42210808801315
lcwa	marginranking	none	none	0	0	3	0.006672518327832222	449.60535926690284
lcwa	marginranking	none	none	0	2	3	0.007470109034329653	401.6005638221868
lcwa	marginranking	none	none	0	2	3	0.006502019707113504	461.3950949299437
lcwa	marginranking	none	none	0	2	3	0.006543880328536034	458.44359147551006
lcwa	marginranking	none	none	0	2	3	0.006447270978242159	465.313154995999
lcwa	marginranking	none	none	0	2	3	0.006479591131210327	462.9921763967271
lcwa	marginranking	none	none	0	2	3	0.006471701432019472	463.55661359115885
lcwa	marginranking	none	none	0	2	3	0.006456810049712658	464.62571717337516
lcwa	marginranking	none	none	0	2	3	0.006507770158350468	460.9873930705035
lcwa	marginranking	none	none	0	2	3	0.006457449868321419	464.57968101575597
lcwa	marginranking	none	none	0	2	3	0.006392742041498423	469.2821922933116
lcwa	marginranking	none	none	0	2	3	0.006404102314263582	468.4497299985712
lcwa	marginranking	none	none	0	2	3	0.0064728097058832645	463.4772434717555
lcwa	marginranking	none	none	0	2	3	0.006445582024753094	465.4350822748111
