dataset	trainer	loss	sampler	filterer	num_negs_per_pos	time	frequency
countries	lcwa	softplus	none	none	0	0.0011024299999999	2721.2612138639493
countries	lcwa	softplus	none	none	0	0.0010905290000002	2750.9584797829475
countries	lcwa	softplus	none	none	0	0.0011605669999998	2584.943394048154
countries	lcwa	softplus	none	none	0	0.0011076380000001	2708.466123408225
countries	lcwa	softplus	none	none	0	0.0011142889999997	2692.299753475645
countries	lcwa	softplus	none	none	0	0.001097107	2734.4643685618034
countries	lcwa	softplus	none	none	0	0.001178313	2546.0128166284285
countries	lcwa	softplus	none	none	0	0.0010909139999997	2749.987625056391
countries	lcwa	softplus	none	none	0	0.0010946610000002	2740.5744792217865
countries	lcwa	softplus	none	none	0	0.0010773099999998	2784.713777835827
countries	lcwa	softplus	none	none	0	0.0010933269999999	2743.9183336733317
countries	lcwa	softplus	none	none	0	0.0011010559999999	2724.6570564985154
countries	lcwa	softplus	none	none	0	0.0011116819999998	2698.6134524084155
countries	lcwa	softplus	none	none	0	0.0010904530000002	2751.1502100497805
countries	lcwa	softplus	none	none	0	0.0010945720000004	2740.7973162102558
countries	lcwa	softplus	none	none	0	0.0010881979999997	2756.85123479441
countries	lcwa	softplus	none	none	0	0.0011057309999999	2713.1372820333368
countries	lcwa	softplus	none	none	0	0.001081901	2772.896965618718
countries	lcwa	softplus	none	none	0	0.0010988900000001	2730.027573278029
countries	lcwa	softplus	none	none	0	0.0010864809999997	2761.2079732647776
countries	lcwa	softplus	none	none	0	0.0011114949999999	2699.06747218845
countries	lcwa	softplus	none	none	0	0.0010984099999999	2731.220582478324
countries	lcwa	softplus	none	none	0	0.001088406	2756.32438630427
countries	lcwa	softplus	none	none	0	0.0010797290000001	2778.474969181578
countries	lcwa	softplus	none	none	0	0.001101991	2722.345282311546
countries	lcwa	softplus	none	none	0	0.0010813290000002	2774.363769028047
countries	lcwa	softplus	none	none	0	0.0010868249999997	2760.33400041458
countries	lcwa	softplus	none	none	0	0.0010832299999998	2769.494936440399
countries	lcwa	softplus	none	none	0	0.0011035159999996	2718.5831469601103
countries	lcwa	softplus	none	none	0	0.0010884020000001	2756.334516106708
countries	lcwa	softplus	none	none	0	0.0010956860000002	2738.01070744669
countries	lcwa	softplus	none	none	0	0.0010859020000002	2762.6802418628117
countries	lcwa	softplus	none	none	0	0.0010992069999997	2729.2402613890117
countries	lcwa	softplus	none	none	0	0.001084134	2767.1856062071724
countries	lcwa	softplus	none	none	0	0.0010879499999996	2757.4796635884554
countries	lcwa	softplus	none	none	0	0.001090064	2752.1319849109736
countries	lcwa	softplus	none	none	0	0.0011942410000003	2512.055774336337
countries	lcwa	softplus	none	none	0	0.0010941149999998	2741.942117602159
countries	lcwa	softplus	none	none	0	0.0010849240000001	2765.1706478975257
countries	lcwa	softplus	none	none	0	0.0010836929999999	2768.3116897497807
countries	lcwa	softplus	none	none	0	0.0011073079999999	2709.2733006536773
countries	lcwa	softplus	none	none	0	0.001185538	2530.4967027625894
countries	lcwa	softplus	none	none	0	0.001119177	2680.5411476466898
countries	lcwa	softplus	none	none	0	0.0010966459999997	2735.6138626328066
countries	lcwa	softplus	none	none	0	0.0011186869999999	2681.7152608371507
countries	lcwa	softplus	none	none	0	0.0011003920000001	2726.3011726727223
countries	lcwa	softplus	none	none	0	0.001092211	2746.7220161671817
countries	lcwa	softplus	none	none	0	0.0010930319999999	2744.658893792695
countries	lcwa	softplus	none	none	0	0.0011139780000002	2693.0513888060277
countries	lcwa	softplus	none	none	0	0.001092587	2745.77676651828
countries	lcwa	softplus	none	none	0	0.0010897490000001	2752.927508994838
countries	lcwa	softplus	none	none	0	0.0010857800000003	2762.990661090626
countries	lcwa	softplus	none	none	0	0.0011111289999998	2699.956530700153
countries	lcwa	softplus	none	none	0	0.0011127129999999	2696.1130138680714
countries	lcwa	softplus	none	none	0	0.0010993739999998	2728.8256771585397
countries	lcwa	softplus	none	none	0	0.001083914	2767.747256700987
countries	lcwa	softplus	none	none	0	0.0010983229999999	2731.4369270244456
countries	lcwa	softplus	none	none	0	0.0010935789999999	2743.286036034088
countries	lcwa	softplus	none	none	0	0.001093054	2744.603651786551
countries	slcwa	softplus	basic	none	1	0.000899301	3335.924234488716
countries	slcwa	softplus	basic	none	1	0.0007284800000002	4118.163848010868
countries	slcwa	softplus	basic	none	1	0.0007120340000001	4213.281950018089
countries	slcwa	softplus	basic	none	1	0.0007031189999997	4266.703075867751
countries	slcwa	softplus	basic	none	1	0.000683215	4391.004295865774
countries	slcwa	softplus	basic	none	1	0.000680666	4407.4479994590165
countries	slcwa	softplus	basic	none	1	0.0006797179999997	4413.595049713261
countries	slcwa	softplus	basic	none	1	0.0007079549999997	4237.557471874647
countries	slcwa	softplus	basic	none	1	0.0006542290000002	4585.550319534832
countries	slcwa	softplus	basic	none	1	0.0006872900000001	4364.969663460089
countries	slcwa	softplus	basic	none	1	0.0006625799999997	4527.755139003817
countries	slcwa	softplus	basic	none	1	0.0006549060000002	4580.810070450843
countries	slcwa	softplus	basic	none	1	0.000653164	4593.027172348475
countries	slcwa	softplus	basic	none	1	0.0006654940000001	4507.929447897803
countries	slcwa	softplus	basic	none	1	0.000633869	4732.839119754546
countries	slcwa	softplus	basic	none	1	0.0007275159999999	4123.620648893038
countries	slcwa	softplus	basic	none	1	0.0006757649999999	4439.413109586946
countries	slcwa	softplus	basic	none	1	0.0006239650000003	4807.961985044212
countries	slcwa	softplus	basic	none	1	0.0006245069999999	4803.789228944246
countries	slcwa	softplus	basic	none	1	0.0006244559999997	4804.181559631672
countries	slcwa	softplus	basic	none	1	0.0006183800000001	4851.385879231732
countries	slcwa	softplus	basic	none	1	0.000736169	4075.1512220695768
countries	slcwa	softplus	basic	none	1	0.0006350900000002	4723.739942368273
countries	slcwa	softplus	basic	none	1	0.000611428	4906.546641632175
countries	slcwa	softplus	basic	none	1	0.0007222059999998	4153.939457717991
countries	slcwa	softplus	basic	none	1	0.0006371269999996	4708.637367434999
countries	slcwa	softplus	basic	none	1	0.0005993430000001	5005.481001695217
countries	slcwa	softplus	basic	none	1	0.0006112869999999	4907.678390020509
countries	slcwa	softplus	basic	none	1	0.0006009959999997	4991.71375516856
countries	slcwa	softplus	basic	none	1	0.0006096530000001	4920.832014275728
countries	slcwa	softplus	basic	none	1	0.0006063280000003	4947.817023126311
countries	slcwa	softplus	basic	none	1	0.0006302969999998	4759.660921757178
countries	slcwa	softplus	basic	none	1	0.0006071540000003	4941.085787128737
countries	slcwa	softplus	basic	none	1	0.0006495220000002	4618.78119601632
countries	slcwa	softplus	basic	none	1	0.0006022329999999	4981.460663896264
countries	slcwa	softplus	basic	none	1	0.0005967	5027.652086475569
countries	slcwa	softplus	basic	none	1	0.0006224860000001	4819.385496218879
countries	slcwa	softplus	basic	none	1	0.0006763319999998	4435.691346854402
countries	slcwa	softplus	basic	none	1	0.0006013899999999	4988.443439366101
countries	slcwa	softplus	basic	none	1	0.0005745149999998	5221.795775568752
countries	slcwa	softplus	basic	none	1	0.000576675	5202.236961893375
countries	slcwa	softplus	basic	none	1	0.000554042	5414.751950212302
countries	slcwa	softplus	basic	none	1	0.0006326000000003	4742.33322794578
countries	slcwa	softplus	basic	none	1	0.0005885719999998	5097.082430018419
countries	slcwa	softplus	basic	none	1	0.0006015800000001	4986.867914490997
countries	slcwa	softplus	basic	none	1	0.0005657070000002	5303.09860050995
countries	slcwa	softplus	basic	none	1	0.0005128089999999	5850.13133544908
countries	slcwa	softplus	basic	none	1	0.000607252	4940.288381100412
countries	slcwa	softplus	basic	none	1	0.000503203	5961.80865376324
countries	slcwa	softplus	basic	none	1	0.0004924279999998	6092.261203670548
countries	slcwa	softplus	basic	none	1	0.0004892189999998	6132.222992158464
countries	slcwa	softplus	basic	none	1	0.0004861499999999	6170.93489663731
countries	slcwa	softplus	basic	none	1	0.0004863419999998	6168.49871078552
countries	slcwa	softplus	basic	none	1	0.0004896619999996	6126.675135097331
countries	slcwa	softplus	basic	none	1	0.0004874060000004	6155.032970454741
countries	slcwa	softplus	basic	none	1	0.000484058	6197.6044193042935
countries	slcwa	softplus	basic	none	1	0.000493966	6073.29249381453
countries	slcwa	softplus	basic	none	1	0.0004852360000002	6182.558590043369
countries	slcwa	softplus	basic	none	1	0.0004812879999995	6233.274047976716
countries	slcwa	softplus	basic	none	1	0.000486505	6166.4319996707945
countries	slcwa	softplus	basic	none	1	0.0004886340000003	6139.564582075807
countries	slcwa	softplus	basic	none	1	0.0004880839999996	6146.482982441647
countries	slcwa	softplus	basic	none	1	0.0005018599999999	5977.762722672077
countries	slcwa	softplus	basic	none	1	0.0004937979999999	6075.358749934992
countries	slcwa	softplus	basic	none	1	0.0004874679999997	6154.250125139337
countries	slcwa	softplus	basic	none	1	0.0005647409999998	5312.169649451682
countries	slcwa	softplus	basic	none	1	0.0005108799999997	5872.220482307695
countries	slcwa	softplus	basic	none	1	0.0004973279999997	6032.236270632709
countries	slcwa	softplus	basic	none	1	0.0004957239999998	6051.754605386913
countries	slcwa	softplus	basic	none	1	0.0004930500000002	6084.575600849164
countries	slcwa	softplus	basic	none	1	0.0005040950000001	5951.259187254615
countries	slcwa	softplus	basic	none	1	0.0004957199999999	6051.80343742463
countries	slcwa	softplus	basic	none	1	0.0005015649999999	5981.278597988516
countries	slcwa	softplus	basic	none	1	0.0004916839999999	6101.479812237224
countries	slcwa	softplus	basic	none	1	0.0004921129999999	6096.160841108119
countries	slcwa	softplus	basic	none	1	0.0004888910000002	6136.3371385408
countries	slcwa	softplus	basic	none	1	0.000496585	6041.261818217831
countries	slcwa	softplus	basic	none	1	0.0004978559999999	6025.838796760954
countries	slcwa	softplus	basic	none	1	0.0004938710000002	6074.460739745356
countries	slcwa	softplus	basic	none	1	0.0005056279999999	5933.215723812996
countries	slcwa	softplus	basic	none	1	0.000539529	5560.405464765521
countries	slcwa	softplus	basic	none	1	0.0004985229999996	6017.776511820252
countries	slcwa	softplus	basic	none	1	0.0004917879999997	6100.189512557719
countries	slcwa	softplus	basic	none	1	0.0004905270000001	6115.871297602108
countries	slcwa	softplus	basic	none	1	0.0004992229999998	6009.33851204981
countries	slcwa	softplus	basic	none	1	0.0004810029999999	6236.967337002317
countries	slcwa	softplus	basic	none	1	0.0004770949999999	6288.055837936798
countries	slcwa	softplus	basic	none	1	0.0004771279999999	6287.620931909345
countries	slcwa	softplus	basic	none	1	0.0004991389999999	6010.349822394382
countries	slcwa	softplus	basic	none	1	0.0004792849999999	6259.323784387938
countries	slcwa	softplus	basic	none	1	0.0004762550000001	6299.146465651953
countries	slcwa	softplus	basic	none	1	0.0004767869999997	6292.117863955041
countries	slcwa	softplus	basic	none	1	0.0004762349999998	6299.411005073341
countries	slcwa	softplus	basic	none	1	0.0005164419999998	5808.977581220372
countries	slcwa	softplus	basic	none	1	0.0005400950000002	5554.578361211189
countries	slcwa	softplus	basic	none	1	0.0004960450000002	6047.838401755192
countries	slcwa	softplus	basic	none	1	0.0004914949999998	6103.826081650121
countries	slcwa	softplus	basic	none	1	0.0004918279999999	6099.693388746696
countries	slcwa	softplus	basic	none	1	0.0004868980000001	6161.454760543756
countries	slcwa	softplus	basic	none	1	0.0004918969999998	6098.837764818449
countries	slcwa	softplus	basic	none	1	0.0004845750000002	6190.992106482392
countries	slcwa	softplus	basic	none	1	0.0004836219999999	6203.191748928377
countries	slcwa	softplus	basic	none	1	0.0004869929999999	6160.252816775713
countries	slcwa	softplus	basic	none	1	0.0004823260000001	6219.859597033458
countries	slcwa	softplus	basic	none	1	0.0005257310000001	5706.340314721564
countries	slcwa	softplus	basic	none	1	0.0005303789999997	5656.3325471058
countries	slcwa	softplus	basic	none	1	0.0004861729999996	6170.642960432165
countries	slcwa	softplus	basic	none	1	0.0005237619999998	5727.792394257411
countries	slcwa	softplus	basic	none	1	0.0004984699999996	6018.416354047049
countries	slcwa	softplus	basic	none	1	0.0004985639999999	6017.281632850466
countries	slcwa	softplus	basic	none	1	0.0005768650000002	5200.523519365777
countries	slcwa	softplus	basic	none	1	0.0006183800000001	4851.385879231732
countries	slcwa	softplus	basic	none	1	0.0005104399999997	5877.282344646383
countries	slcwa	softplus	basic	none	1	0.0004928859999999	6086.600146890319
countries	slcwa	softplus	basic	none	1	0.0004879719999997	6147.893731611008
countries	slcwa	softplus	basic	none	1	0.00048584	6174.872385969792
countries	slcwa	softplus	basic	none	1	0.0005399210000001	5556.368431676838
countries	slcwa	softplus	basic	none	1	0.00050038	5995.44346296721
countries	slcwa	softplus	basic	none	1	0.0004850119999999	6185.4139691395285
countries	slcwa	softplus	basic	none	1	0.0004841779999997	6196.068388074974
countries	slcwa	softplus	basic	none	1	0.0004825269999999	6217.268670976507
countries	slcwa	softplus	basic	none	1	0.0004835509999998	6204.1025662254215
countries	slcwa	softplus	basic	none	1	0.000481278	6233.403563012377
countries	slcwa	softplus	basic	none	1	0.0004819209999999	6225.086684332127
countries	slcwa	softplus	basic	none	1	0.000480295	6246.161213420665
countries	slcwa	softplus	basic	none	1	0.0004830780000002	6210.177238455201
countries	slcwa	softplus	basic	none	1	0.0004843839999999	6193.433309110781
countries	slcwa	softplus	basic	none	1	0.0004816389999997	6228.731477312923
countries	slcwa	softplus	basic	none	1	0.000489017	6134.756051425164
countries	slcwa	softplus	basic	none	1	0.0004863730000002	6168.10554861953
countries	slcwa	softplus	basic	none	1	0.000489049	6134.354635220361
countries	slcwa	softplus	basic	none	1	0.0004838259999999	6200.576240219039
countries	slcwa	softplus	basic	none	1	0.000479903	6251.263276120334
countries	slcwa	softplus	basic	none	1	0.0004826769999999	6215.336550116178
countries	slcwa	softplus	basic	none	1	0.000483671	6202.563312664773
countries	slcwa	softplus	basic	none	1	0.0004806259999998	6241.859574806175
countries	slcwa	softplus	basic	none	1	0.0004837589999997	6201.43501206499
countries	slcwa	softplus	basic	none	1	0.000483693	6202.281199024196
countries	slcwa	softplus	basic	none	1	0.0004937909999997	6075.444874453403
countries	slcwa	softplus	basic	none	1	0.0004833849999998	6206.233126805076
countries	slcwa	softplus	basic	none	1	0.0004897919999997	6125.049000394919
countries	slcwa	softplus	basic	none	1	0.000484154	6196.375533404476
countries	slcwa	softplus	basic	none	1	0.000481057	6236.267219892771
countries	slcwa	softplus	basic	none	1	0.0004829179999998	6212.234789344561
countries	slcwa	softplus	basic	none	1	0.0004881679999999	6145.425345373465
countries	slcwa	softplus	basic	none	1	0.0004850430000002	6185.01864782745
countries	slcwa	softplus	basic	none	1	0.0005845180000001	5132.433902804117
countries	slcwa	softplus	basic	none	1	0.0005088369999999	5895.797671946852
countries	slcwa	softplus	basic	none	1	0.0004933120000001	6081.344058119774
countries	slcwa	softplus	basic	none	1	0.0004888269999998	6137.140542565915
countries	slcwa	softplus	basic	none	1	0.0004826430000002	6215.7743922497375
countries	slcwa	softplus	basic	none	1	0.0004821019999998	6222.7495426295445
countries	slcwa	softplus	basic	none	1	0.000483623	6203.178922424547
countries	slcwa	softplus	basic	none	1	0.0004834420000001	6205.501383824663
countries	slcwa	softplus	basic	none	1	0.000480591	6242.314150700835
countries	slcwa	softplus	basic	none	1	0.0004840750000001	6197.386768577467
countries	slcwa	softplus	basic	none	1	0.0004851229999998	6183.998697240034
countries	slcwa	softplus	basic	none	1	0.0004816999999999	6227.94270292819
countries	slcwa	softplus	basic	none	1	0.0005039619999998	5952.829776850588
countries	slcwa	softplus	basic	none	1	0.0004866319999998	6164.82269970073
countries	slcwa	softplus	basic	none	1	0.0004807660000003	6240.04193307719
countries	slcwa	softplus	basic	none	1	0.0005486349999999	5468.1163250622
countries	slcwa	softplus	basic	none	1	0.000492721	6088.638397794053
countries	slcwa	softplus	basic	none	1	0.000481873	6225.706773361168
countries	slcwa	softplus	basic	none	1	0.0004771529999998	6287.291497697797
countries	slcwa	softplus	basic	none	1	0.0004798509999996	6251.940706598273
countries	slcwa	softplus	basic	none	1	0.0004804550000003	6244.081131422571
countries	slcwa	softplus	basic	none	1	0.000476388	6297.3878435218485
countries	slcwa	softplus	basic	none	1	0.0004758700000002	6304.242755370831
countries	slcwa	softplus	basic	none	1	0.0004776799999999	6280.355049406448
countries	slcwa	softplus	basic	none	1	0.0004738660000001	6330.903673188969
countries	slcwa	softplus	basic	none	1	0.0004788650000002	6264.813673996414
countries	slcwa	softplus	basic	none	1	0.000601955	4983.761244610953
countries	slcwa	softplus	basic	none	1	0.0005974320000001	5021.4919856973165
countries	slcwa	softplus	basic	none	1	0.0004727039999998	6346.466287572699
countries	slcwa	softplus	basic	none	1	0.0004758059999998	6305.09073025751
countries	slcwa	softplus	basic	none	1	0.000479566	6255.656155772903
countries	slcwa	softplus	basic	none	1	0.0004802220000001	6247.110711293467
countries	slcwa	softplus	basic	none	1	0.0004853799999997	6180.724380900527
countries	slcwa	softplus	basic	none	1	0.00047788	6277.72662593065
countries	slcwa	softplus	basic	none	1	0.0005631250000002	5327.413984459631
countries	slcwa	softplus	basic	none	1	0.0006373919999997	4706.679719859956
countries	slcwa	softplus	basic	none	1	0.0005059570000001	5929.357633157232
countries	slcwa	softplus	basic	none	1	0.0004809059999999	6238.22534965321
countries	slcwa	softplus	basic	none	1	0.0004767949999999	6292.01229039768
countries	slcwa	softplus	basic	none	1	0.0004775980000002	6281.433339332362
countries	slcwa	softplus	basic	none	1	0.0004742960000001	6325.164032585222
countries	slcwa	softplus	basic	none	1	0.0004747660000004	6318.9023645278885
countries	slcwa	softplus	basic	none	1	0.0004749999999997	6315.78947368712
countries	slcwa	softplus	basic	none	1	0.0004825469999998	6217.010985460559
countries	slcwa	softplus	basic	none	1	0.0004737869999997	6331.959298168555
countries	slcwa	softplus	basic	none	1	0.0004964279999999	6043.172423796354
countries	slcwa	softplus	basic	none	1	0.000452654	6627.578680404135
countries	slcwa	softplus	basic	none	1	0.0004551809999999	6590.784764742355
countries	slcwa	softplus	basic	none	1	0.0004861680000001	6170.706422469721
countries	slcwa	softplus	basic	none	1	0.0004642509999999	6462.021621925522
countries	slcwa	softplus	basic	none	1	0.000450765	6655.352567301144
countries	slcwa	softplus	basic	none	1	0.0005018979999995	5977.310130748979
countries	slcwa	softplus	basic	none	1	0.0004384669999999	6842.0200379969165
countries	slcwa	softplus	basic	none	1	0.0006545529999999	4583.280498294629
countries	slcwa	softplus	basic	none	1	0.0006211849999999	4829.479140674923
countries	slcwa	softplus	basic	none	1	0.0004275549999999	7016.641133890637
countries	slcwa	softplus	basic	none	1	0.0004289779999999	6993.365627142227
countries	slcwa	softplus	basic	none	1	0.000528413	5677.377354455047
countries	slcwa	softplus	basic	none	1	0.0005004559999997	5994.532985920378
countries	slcwa	softplus	basic	none	1	0.0005077300000002	5908.652236421827
countries	slcwa	softplus	basic	none	1	0.0004838010000001	6200.8966496540415
countries	slcwa	softplus	basic	none	1	0.0008341579999999	3596.440962024094
countries	slcwa	softplus	basic	none	1	0.0005010420000002	5987.522004140627
countries	slcwa	softplus	basic	none	1	0.000442553	6778.849087000972
countries	slcwa	softplus	basic	none	1	0.0004443379999998	6751.617012276301
countries	slcwa	softplus	basic	none	1	0.0005021109999998	5974.774502053992
countries	slcwa	softplus	basic	none	1	0.0005353089999999	5604.239794212484
countries	slcwa	softplus	basic	none	1	0.0005073549999998	5913.019483400642
countries	slcwa	softplus	basic	none	1	0.0005148349999997	5827.109656495126
countries	slcwa	softplus	basic	none	1	0.0004511869999999	6649.127745259966
countries	slcwa	softplus	basic	none	1	0.0004820619999996	6223.265886964829
countries	slcwa	softplus	basic	none	1	0.0004358049999999	6883.812714402781
countries	slcwa	softplus	basic	none	1	0.0004338139999999	6915.406141803078
countries	slcwa	softplus	basic	none	1	0.0004346380000002	6902.295703547678
countries	slcwa	softplus	basic	none	1	0.0004431729999998	6769.365462248376
countries	slcwa	softplus	basic	none	1	0.000437781	6852.741439212351
countries	slcwa	softplus	basic	none	1	0.000434319	6907.365323644342
countries	slcwa	softplus	basic	none	1	0.0004402109999999	6814.913757267755
