dataset	trainer	loss	sampler	filterer	num_negs_per_pos	time	frequency
countries	lcwa	softplus	none	none	0	0.0021937479999998	1367.522614265738
countries	lcwa	softplus	none	none	0	0.0017713650000001	1693.6091658126225
countries	lcwa	softplus	none	none	0	0.001759314	1705.2100989362248
countries	lcwa	softplus	none	none	0	0.0016365620000002	1833.111119529524
countries	lcwa	softplus	none	none	0	0.0017106899999999	1753.6783403189174
countries	lcwa	softplus	none	none	0	0.0016441560000002	1824.6443768107044
countries	lcwa	softplus	none	none	0	0.0015491149999999	1936.5896011593843
countries	lcwa	softplus	none	none	0	0.0015051810000001	1993.1157781021843
countries	lcwa	softplus	none	none	0	0.0015141280000001	1981.3384337385369
countries	lcwa	softplus	none	none	0	0.0014577139999998	2058.016867506483
countries	lcwa	softplus	none	none	0	0.0014617239999998	2052.371035845504
countries	lcwa	softplus	none	none	0	0.0014118610000002	2124.855067176937
countries	lcwa	softplus	none	none	0	0.0014505360000001	2068.2009960454384
countries	lcwa	softplus	none	none	0	0.0014604489999996	2054.1627951409027
countries	lcwa	softplus	none	none	0	0.001411553	2125.318709251343
countries	lcwa	softplus	none	none	0	0.0015039029999996	1994.80950566666
countries	lcwa	softplus	none	none	0	0.0014417199999998	2080.847876148124
countries	lcwa	softplus	none	none	0	0.0013810460000001	2172.2665284138006
countries	lcwa	softplus	none	none	0	0.0013494920000001	2223.058750996476
countries	lcwa	softplus	none	none	0	0.0013088259999998	2292.1305047427354
countries	lcwa	softplus	none	none	0	0.0013777899999998	2177.40003919348
countries	lcwa	softplus	none	none	0	0.0012819449999996	2340.194002083369
countries	lcwa	softplus	none	none	0	0.0013162849999996	2279.1416752456307
countries	lcwa	softplus	none	none	0	0.001283141	2338.012735934632
countries	lcwa	softplus	none	none	0	0.0014172719999998	2116.742587167671
countries	lcwa	softplus	none	none	0	0.001853101	1618.9079818099292
countries	lcwa	softplus	none	none	0	0.0013705760000002	2188.860741760754
countries	lcwa	softplus	none	none	0	0.0012356340000003	2427.90340829007
countries	lcwa	softplus	none	none	0	0.0013671689999998	2194.3154065080766
countries	lcwa	softplus	none	none	0	0.0011984689999997	2503.1936579090543
countries	lcwa	softplus	none	none	0	0.0011228639999996	2671.739409225904
countries	lcwa	softplus	none	none	0	0.0011253819999996	2665.761492542858
countries	lcwa	softplus	none	none	0	0.0012111309999998	2477.023542457811
countries	lcwa	softplus	none	none	0	0.0011485690000001	2611.945821278126
countries	lcwa	softplus	none	none	0	0.001110594	2701.257165084581
countries	lcwa	softplus	none	none	0	0.001101046	2724.681802576699
countries	lcwa	softplus	none	none	0	0.0011232300000001	2670.8688336312434
countries	lcwa	softplus	none	none	0	0.0011000060000001	2727.257851320431
countries	lcwa	softplus	none	none	0	0.0011839720000001	2533.843705762885
countries	lcwa	softplus	none	none	0	0.0012112100000001	2476.861980993948
countries	lcwa	softplus	none	none	0	0.0013999139999998	2142.9887835969585
countries	lcwa	softplus	none	none	0	0.0011324759999999	2649.0627615949634
countries	lcwa	softplus	none	none	0	0.0011070420000001	2709.9242847152072
countries	lcwa	softplus	none	none	0	0.0011004299999997	2726.207028162442
countries	lcwa	softplus	none	none	0	0.001114169	2692.5897238209423
countries	lcwa	softplus	none	none	0	0.0010981219999997	2731.936888616033
countries	lcwa	softplus	none	none	0	0.0011007580000002	2725.3946825727826
countries	lcwa	softplus	none	none	0	0.001118012	2683.334347037283
countries	lcwa	softplus	none	none	0	0.0011185819999997	2681.9669903509985
countries	lcwa	softplus	none	none	0	0.0011107030000001	2700.992074388541
countries	lcwa	softplus	none	none	0	0.0010684969999998	2807.682192837516
countries	lcwa	softplus	none	none	0	0.0010667619999997	2812.248655277023
countries	lcwa	softplus	none	none	0	0.001103483	2718.6644470280057
countries	lcwa	softplus	none	none	0	0.0010797069999997	2778.5315831061685
countries	lcwa	softplus	none	none	0	0.001197764	2504.667029564994
countries	lcwa	softplus	none	none	0	0.0011120070000001	2697.824743908654
countries	lcwa	softplus	none	none	0	0.0012399599999999	2419.432884931911
countries	lcwa	softplus	none	none	0	0.0011149869999997	2690.614330033055
countries	lcwa	softplus	none	none	0	0.0011389309999998	2634.0489458978755
countries	lcwa	softplus	none	none	0	0.0010929609999998	2744.8371899823464
countries	lcwa	softplus	none	none	0	0.0010876489999995	2758.2427786916173
countries	lcwa	softplus	none	none	0	0.0010958759999999	2737.535998598531
countries	lcwa	softplus	none	none	0	0.001079706	2778.5341565202084
countries	lcwa	softplus	none	none	0	0.0010987199999998	2730.4499781566824
countries	lcwa	softplus	none	none	0	0.0010984469999999	2731.128584265008
countries	lcwa	softplus	none	none	0	0.0010849649999999	2765.0661542077564
countries	lcwa	softplus	none	none	0	0.0010811470000002	2774.83080469096
countries	lcwa	softplus	none	none	0	0.0010715719999998	2799.625223503795
countries	lcwa	softplus	none	none	0	0.0010954579999999	2738.5805754305666
countries	lcwa	softplus	none	none	0	0.001148428	2612.2665069119785
countries	lcwa	softplus	none	none	0	0.0010887210000003	2755.526898074935
countries	lcwa	softplus	none	none	0	0.0011394930000001	2632.749828212709
countries	lcwa	softplus	none	none	0	0.0010933340000001	2743.900765913885
countries	lcwa	softplus	none	none	0	0.0010699450000002	2803.882442554833
countries	lcwa	softplus	none	none	0	0.0010775999999999	2783.964365256381
countries	lcwa	softplus	none	none	0	0.001075186	2790.214902351764
countries	lcwa	softplus	none	none	0	0.0010902449999998	2751.675082206599
countries	lcwa	softplus	none	none	0	0.0010774040000001	2784.4708206018167
countries	lcwa	softplus	none	none	0	0.0010768510000001	2785.900742070833
countries	lcwa	softplus	none	none	0	0.0010780839999999	2782.714519462359
countries	lcwa	softplus	none	none	0	0.0010917209999998	2747.954834614643
countries	lcwa	softplus	none	none	0	0.0011100719999999	2702.5274036281003
countries	lcwa	softplus	none	none	0	0.0010964279999998	2736.15777780242
countries	lcwa	softplus	none	none	0	0.0010828979999999	2770.3440213207127
countries	lcwa	softplus	none	none	0	0.0011588329999998	2588.811330019394
countries	lcwa	softplus	none	none	0	0.001091503	2748.50366879419
countries	lcwa	softplus	none	none	0	0.0011255279999997	2665.4156982328536
countries	lcwa	softplus	none	none	0	0.0011050699999999	2714.7601509408355
countries	lcwa	softplus	none	none	0	0.0010967879999999	2735.2596855547854
countries	lcwa	softplus	none	none	0	0.00107158	2799.604322588886
countries	lcwa	softplus	none	none	0	0.0011627249999999	2580.145778236648
countries	lcwa	softplus	none	none	0	0.0010973560000002	2733.843893867859
countries	lcwa	softplus	none	none	0	0.0011337340000001	2646.123341100793
countries	lcwa	softplus	none	none	0	0.001101325	2723.991555626074
countries	lcwa	softplus	none	none	0	0.001105753	2713.083301605227
countries	lcwa	softplus	none	none	0	0.0011043490000002	2716.532545417603
countries	lcwa	softplus	none	none	0	0.0011097079999999	2703.4138710363763
countries	lcwa	softplus	none	none	0	0.0011704689999998	2563.075143383044
countries	lcwa	softplus	none	none	0	0.001102119	2722.029109379265
countries	lcwa	softplus	none	none	0	0.0011012799999998	2724.102862124392
countries	lcwa	softplus	none	none	0	0.001113428	2694.3816753305346
countries	lcwa	softplus	none	none	0	0.001125848	2664.65810660044
countries	lcwa	softplus	none	none	0	0.0010943440000001	2741.3683448709685
countries	lcwa	softplus	none	none	0	0.0010849649999999	2765.0661542077564
countries	lcwa	softplus	none	none	0	0.0011011830000002	2724.342820402448
countries	lcwa	softplus	none	none	0	0.0010786849999999	2781.1641025879558
countries	lcwa	softplus	none	none	0	0.0010886440000001	2755.721797024064
countries	lcwa	softplus	none	none	0	0.0010772839999999	2784.7809862581475
countries	lcwa	softplus	none	none	0	0.0010967969999997	2735.2372408026777
countries	lcwa	softplus	none	none	0	0.001075122	2790.3809986214496
countries	lcwa	softplus	none	none	0	0.0010806940000001	2775.993944631608
countries	lcwa	softplus	none	none	0	0.0010731889999999	2795.406960004316
