trainer	loss	sampler	filterer	num_negs_per_pos	time	frequency
lcwa	softplus	none	none	0	0.008515717999998174	352.289730590027
lcwa	softplus	none	none	0	0.006446281000009435	465.38461478728726
lcwa	softplus	none	none	0	0.005810314000001426	516.3232142013777
lcwa	softplus	none	none	0	0.005452716999997165	550.1844309912948
lcwa	softplus	none	none	0	0.005478066999998532	547.6384279346719
lcwa	softplus	none	none	0	0.005248061999992615	571.6395881001828
lcwa	softplus	none	none	0	0.0047571160000075	630.6341909668107
lcwa	softplus	none	none	0	0.0044083490000019765	680.5268820591689
lcwa	softplus	none	none	0	0.004739112000009982	633.0299853630135
lcwa	softplus	none	none	0	0.004494057999991696	667.548126883441
lcwa	softplus	none	none	0	0.004445175000000745	674.8890651098094
lcwa	softplus	none	none	0	0.004492174000006344	667.828093924181
lcwa	softplus	none	none	0	0.0044091270000024	680.4068016181814
lcwa	softplus	none	none	0	0.004323319999997466	693.9111608675181
lcwa	softplus	none	none	0	0.004264913000000092	703.4141141917631
lcwa	softplus	none	none	0	0.004616569999996045	649.8331011990655
lcwa	softplus	none	none	0	0.0042778119999979936	701.2930909543026
lcwa	softplus	none	none	0	0.00434194799998977	690.9341152881306
lcwa	softplus	none	none	0	0.004301070999986223	697.5006922716713
lcwa	softplus	none	none	0	0.0043825719999972534	684.5295411009517
lcwa	softplus	none	none	0	0.004300516000000698	697.5907077196116
lcwa	softplus	none	none	0	0.004315147999989222	695.2252854380646
lcwa	softplus	none	none	0	0.004148832000012703	723.0950783234448
lcwa	softplus	none	none	0	0.004804277000005186	624.4435947379308
lcwa	softplus	none	none	0	0.004743445999991991	632.4515974262309
lcwa	softplus	none	none	0	0.004442854000004104	675.2416352185395
lcwa	softplus	none	none	0	0.004748270000007437	631.8090588772966
lcwa	softplus	none	none	0	0.004566443000001641	656.9664835406732
lcwa	softplus	none	none	0	0.004081736000003389	734.9813902705881
lcwa	softplus	none	none	0	0.0042123360000090315	712.1938990606561
lcwa	softplus	none	none	0	0.004129563999995867	726.4689444219783
lcwa	softplus	none	none	0	0.00512097600000061	585.8258269516675
lcwa	softplus	none	none	0	0.004075576000005299	736.0922726005109
lcwa	softplus	none	none	0	0.0039755300000052785	754.616365615658
lcwa	softplus	none	none	0	0.004825342999993154	621.7174613295379
lcwa	softplus	none	none	0	0.003929442999989874	763.4669850174009
lcwa	softplus	none	none	0	0.004035911000002557	743.3265996197883
lcwa	softplus	none	none	0	0.0038178619999911234	785.7801041543605
lcwa	softplus	none	none	0	0.004513980999988121	664.6018226500942
lcwa	softplus	none	none	0	0.005767898000001992	520.1201546904894
lcwa	softplus	none	none	0	0.004161401999994041	720.9108853228541
lcwa	softplus	none	none	0	0.006229769000000829	481.5587865295809
lcwa	softplus	none	none	0	0.006736195000001999	445.35527846196703
slcwa	softplus	basic	none	1	0.0008404849999976705	3569.367686524227
slcwa	softplus	basic	none	1	0.0006741349999970225	4450.147225723706
slcwa	softplus	basic	none	1	0.0006503270000024486	4613.063889379811
slcwa	softplus	basic	none	1	0.0008110360000017636	3698.972671981856
slcwa	softplus	basic	none	1	0.0006792389999930037	4416.707521256731
slcwa	softplus	basic	none	1	0.0006537439999902972	4588.9522504902925
slcwa	softplus	basic	none	1	0.0006322899999986475	4744.658305534513
slcwa	softplus	basic	none	1	0.0006469409999994014	4637.2080297937155
slcwa	softplus	basic	none	1	0.0006330269999921256	4739.134349778631
slcwa	softplus	basic	none	1	0.000640272999987701	4685.501340924304
slcwa	softplus	basic	none	1	0.0006035899999972116	4970.261270090391
slcwa	softplus	basic	none	1	0.0006055380000020705	4954.272068787991
slcwa	softplus	basic	none	1	0.0006034550000038053	4971.373176096117
slcwa	softplus	basic	none	1	0.0006051019999944174	4957.8418184499105
slcwa	softplus	basic	none	1	0.0006228749999905858	4816.375677375625
slcwa	softplus	basic	none	1	0.0005775810000017145	5194.076674944457
