trainer	loss	sampler	filterer	num_negs_per_pos	time	frequency
lcwa	softplus	none	none	0	0.1003145439999571	29.905932683114056
lcwa	softplus	none	none	0	0.05391078299999208	55.64749449104534
lcwa	softplus	none	none	0	0.0503814190005869	59.54576229710903
slcwa	softplus	basic	none	1	0.01870652199977485	160.37187458128815
slcwa	softplus	basic	none	1	0.015042783999888343	199.4311691254935
slcwa	softplus	basic	none	1	0.012920213999677799	232.19429647796957
slcwa	softplus	basic	none	1	0.012095432999558398	248.02749931395837
slcwa	softplus	basic	none	1	0.012038797000059276	249.19433395091127
slcwa	softplus	basic	none	1	0.012015369000437204	249.68022204651717
slcwa	softplus	basic	none	1	0.011364930999661738	263.9699264420779
slcwa	softplus	basic	none	1	0.01103399499970692	271.88701826307556
slcwa	softplus	basic	none	1	0.010985169999912614	273.09545505657763
slcwa	softplus	basic	none	1	0.011074239999288693	270.89895109666145
slcwa	softplus	basic	none	1	0.01095614900077635	273.81883906356336
slcwa	softplus	basic	none	1	0.010823373999301111	277.1778929743827
slcwa	softplus	basic	none	1	0.01088622099996428	275.57772343679625
slcwa	softplus	basic	none	1	0.010843181000382174	276.67157819225406
slcwa	softplus	basic	none	1	0.011033052999664505	271.91023192684963
slcwa	softplus	basic	none	1	0.011094899000454461	270.3945299436359
slcwa	softplus	basic	none	1	0.010744036999312812	279.2246527252168
slcwa	softplus	basic	none	10	0.020017163999909826	149.87138038203187
slcwa	softplus	basic	none	10	0.01607818499996938	186.58822497724174
slcwa	softplus	basic	none	10	0.014040408999790088	213.66898927551551
slcwa	softplus	basic	none	10	0.012735600999803864	235.56014357282407
slcwa	softplus	basic	none	10	0.012439122999239771	241.17455870348317
slcwa	softplus	basic	none	10	0.012080554999556625	248.332961532819
slcwa	softplus	basic	none	10	0.01214704999983951	246.973545020366
slcwa	softplus	basic	none	10	0.012099142999431933	247.9514458289197
slcwa	softplus	basic	none	10	0.010973426999953517	273.3877028582509
slcwa	softplus	basic	none	10	0.011100763999820629	270.2516691687595
slcwa	softplus	basic	none	10	0.011026403999494505	272.074195733943
slcwa	softplus	basic	none	10	0.0109085630001573	275.01330834838103
slcwa	softplus	basic	none	10	0.011290413000097033	265.7121577372074
slcwa	softplus	basic	none	10	0.011100841999905242	270.24977024496053
slcwa	softplus	basic	none	10	0.011174104000019724	268.4779021203583
slcwa	softplus	basic	none	10	0.011030167000171787	271.98137616169157
slcwa	softplus	basic	none	100	0.018801122000695614	159.5649451074784
slcwa	softplus	basic	none	100	0.015101494000191451	198.65584159831914
slcwa	softplus	basic	none	100	0.013045636999777344	229.961940536227
slcwa	softplus	basic	none	100	0.012375156999951287	242.42116685968583
slcwa	softplus	basic	none	100	0.012172930999440723	246.44845190840505
slcwa	softplus	basic	none	100	0.011972264000178257	250.57917198913526
slcwa	softplus	basic	none	100	0.01199508399986371	250.10245864339814
slcwa	softplus	basic	none	100	0.012013890000162064	249.71095956093578
slcwa	softplus	basic	none	100	0.011970247000135714	250.62139486060622
slcwa	softplus	basic	none	100	0.011823046000245085	253.74171765362425
slcwa	softplus	basic	none	100	0.011803649000285077	254.1586927845402
slcwa	softplus	basic	none	100	0.011939218999941659	251.27271725350374
slcwa	softplus	basic	none	100	0.011815443000159576	253.9049953488399
slcwa	softplus	basic	none	100	0.011819008000202302	253.8284092834737
slcwa	softplus	basic	none	100	0.011867934999827412	252.78197091942508
slcwa	softplus	basic	none	100	0.011675942999318067	256.9385616369671
slcwa	softplus	basic	bloom	1	0.019991354000012507	150.0648730445233
slcwa	softplus	basic	bloom	1	0.015826754000045185	189.55245023657
slcwa	softplus	basic	bloom	1	0.013508342000022822	222.08499014867493
slcwa	softplus	basic	bloom	1	0.012414441999681003	241.65403487946432
slcwa	softplus	basic	bloom	1	0.012055813000188209	248.84261226954712
slcwa	softplus	basic	bloom	1	0.01209627600019303	248.01021404869786
slcwa	softplus	basic	bloom	1	0.01180224499967153	254.18892762211712
slcwa	softplus	basic	bloom	1	0.01144799099984084	262.0547133590259
slcwa	softplus	basic	bloom	1	0.011848518000078911	253.19622251323077
slcwa	softplus	basic	bloom	1	0.011480868000035116	261.30428465781716
slcwa	softplus	basic	bloom	1	0.010999938999702863	272.728785139721
slcwa	softplus	basic	bloom	1	0.010990943999786396	272.9519866590444
slcwa	softplus	basic	bloom	1	0.01089604299977509	275.32930992121857
slcwa	softplus	basic	bloom	1	0.011195497999324289	267.96485517491647
slcwa	softplus	basic	bloom	1	0.010997497999596817	272.7893199080358
slcwa	softplus	basic	bloom	1	0.010944182999992336	274.1182233522686
slcwa	softplus	basic	bloom	1	0.010824797000168473	277.14145585855414
slcwa	softplus	basic	bloom	10	0.018726715000411787	160.1989457272155
slcwa	softplus	basic	bloom	10	0.015326121999351017	195.74423328530432
slcwa	softplus	basic	bloom	10	0.01337012899966794	224.38078197110198
slcwa	softplus	basic	bloom	10	0.012409439000293787	241.75146031411867
slcwa	softplus	basic	bloom	10	0.012083136999535782	248.2798961987484
slcwa	softplus	basic	bloom	10	0.012060207000104128	248.75194928031482
slcwa	softplus	basic	bloom	10	0.011916282000129286	251.75637837099285
slcwa	softplus	basic	bloom	10	0.011078198000177508	270.802164752059
slcwa	softplus	basic	bloom	10	0.011025607999727072	272.09383827851144
slcwa	softplus	basic	bloom	10	0.010971751999932167	273.4294395296711
slcwa	softplus	basic	bloom	10	0.01107004000004963	271.00173079650574
slcwa	softplus	basic	bloom	10	0.010917960999904608	274.7765814538275
slcwa	softplus	basic	bloom	10	0.01166479400035314	257.1841388634191
slcwa	softplus	basic	bloom	10	0.011286488999758149	265.80453851186894
slcwa	softplus	basic	bloom	10	0.011318758999550482	265.04672465586935
slcwa	softplus	basic	bloom	10	0.012290689000110433	244.08721105651966
slcwa	softplus	basic	bloom	10	0.012141961000452284	247.07705780707508
slcwa	softplus	basic	bloom	100	0.019320117999996	155.27855471693397
slcwa	softplus	basic	bloom	100	0.015278107000085583	196.3594049958673
slcwa	softplus	basic	bloom	100	0.01333204200000182	225.02179336065626
slcwa	softplus	basic	bloom	100	0.012380880999444344	242.30908932366287
slcwa	softplus	basic	bloom	100	0.012254170999767666	244.81460231433678
slcwa	softplus	basic	bloom	100	0.012058192000040435	248.79351730258898
slcwa	softplus	basic	bloom	100	0.01200202200016065	249.95788209352094
